Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,97310358650,95037309389,1.03319E+11,1.06928E+11,96921572800,96160050422,78774969629,89769477254,1.02135E+11,1.07683E+11,1.14775E+11,1.17216E+11,1.39407E+11,1.30772E+11,1.3929E+11,1.5163E+11,1.74575E+11,2.00012E+11,2.25328E+11,2.7241E+11,3.33003E+11,3.41729E+11,3.73843E+11,4.16766E+11,4.5502E+11,5.0145E+11,5.32854E+11,5.24024E+11,5.12754E+11,5.47068E+11,5.93157E+11,..
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,3.1181E+11,3.36568E+11,3.84734E+11,4.32841E+11,4.93414E+11,6.11331E+11,7.61921E+11,7.57015E+11,7.05002E+11,6.81264E+11,7.18678E+11,7.43529E+11,8.07639E+11,8.40731E+11,8.46701E+11,9.08924E+11,8.6722E+11,9.04494E+11,9.07964E+11,9.90808E+11,1.11141E+12,1.2177E+12,1.25519E+12,1.13114E+12,1.23099E+12,1.29246E+12,1.30958E+12,1.41311E+12,1.62159E+12,1.86063E+12,2.15676E+12,2.5901E+12,3.17465E+12,3.55624E+12,3.64307E+12,4.46612E+12,5.04529E+12,5.29352E+12,5.52979E+12,5.82526E+12,5.7837E+12,6.02416E+12,6.52158E+12,6.70179E+12,..
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,3233431611,3544268025,3922895892,4884869092,5711457760,6232005656,5231808670,4764549532,4683697830,4594891581,4738559685,6921264132,8614215559,9750161053,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64023412340,70885325883,..
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,1130457130,1121486563,1292281654,1348827324,1517496131,1941246972,2269233639,2683254708,3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790,..
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13853432868,..
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,613220652.9,670317634.2,806290840.6,949034016.8,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,7064971176,..
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49143148094,59167550163,66894837030,74478356958,88705342903,1.00855E+11,1.00005E+11,72167498981,79148421053,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,3.01355E+11,3.01255E+11,3.18958E+11,3.58582E+11,..
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972,5327457150,..
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,830710615.2,939227993.7,1049838493,1222702356,1595423286,1759690812,1538972158,1333754034,1297765449,1232932008,1392195933,1852163475,2090629723,2169040742,2181821902,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14345831015,13099497220,14010787738,15337740141,17163432832,..
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8749171417,9510019135,9209873466,10154463059,11303729347,10715545899,11452895367,12768671650,14553422929,..
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,475916497.7,524407949.9,540635401.2,544424587.1,644070390.6,709041462.2,747994670.3,750214401.6,788371840.3,726937308.9,683193876.9,802890746.9,909820596.8,957377548.5,981529430.1,1019600785,1443688865,1464392418,1249945003,1315932648,1415296706,1442598432,1401946856,1375115532,1405662877,1293654177,1295539954,1324427094,1563074858,1833444740,2184447591,3040716679,3356753170,4031053345,3662279343,4337794153,5166346516,5231255478,5639818812,5391555434,4828858025,4679346591,4905893855,5234817927,..
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,..,704033525.4,823634464.9,1015365145,1211141231,1131788192,1142393555,1078408830,1090276947,1040557089,1076121094,1462900255,1880852914,2134517068,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14220348673,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,88000000000,89025974026,81814159292,1.025E+11,1.34561E+11,2.05139E+11,2.63959E+11,1.84609E+11,1.56159E+11,1.84261E+11,1.9522E+11,1.3455E+11,1.47541E+11,1.81612E+11,2.21401E+11,2.61254E+11,3.13143E+11,3.63158E+11,5.00736E+11,5.27813E+11,3.60074E+11,4.10976E+11,5.00413E+11,5.26502E+11,6.00233E+11,7.07907E+11,7.56706E+11,7.72106E+11,7.29336E+11,7.82241E+11,8.77476E+11,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.0779E+12,1.15774E+12,1.2207E+12,..
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,106500000,..,..,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575348,218534683.2,206626303.6,218873091.4,220140471.8,233271799.5,240970949,242517241.2,245432897.2,240236020.6,250281881.2,253541864.2,256787150.9,263145104.6,280284568.1,296944122,311301557.1,327248654.8,317214350.1,319271156.4,316489947.5,332265162.5,366666808.6,401932279,..
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1.55911E+11,1.93638E+11,2.24477E+11,2.3848E+11,3.11602E+11,4.01408E+11,4.14916E+11,4.15736E+11,4.22862E+11,4.28861E+11,4.35956E+11,4.46755E+11,4.11024E+11,4.08473E+11,4.20727E+11,5.50748E+11,5.5471E+11,6.03853E+11,6.0809E+11,6.33947E+11,7.08891E+11,8.02523E+11,8.32804E+11,8.09509E+11,8.66973E+11,9.6716E+11,9.70799E+11,9.66973E+11,1.08935E+12,1.27161E+12,1.53059E+12,1.79147E+12,2.12412E+12,2.64829E+12,2.36869E+12,2.76865E+12,3.2824E+12,3.57577E+12,3.55451E+12,3.57001E+12,3.14649E+12,3.15467E+12,3.27373E+12,3.6112E+12,..
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.92061E+11,2.99067E+11,3.41036E+11,3.95441E+11,4.06167E+11,4.12261E+11,4.35997E+11,4.51793E+11,4.67489E+11,4.53814E+11,5.11928E+11,5.93284E+11,6.98808E+11,8.11842E+11,1.00339E+12,1.23568E+12,1.19626E+12,1.3839E+12,1.56894E+12,1.7291E+12,1.62533E+12,1.59947E+12,1.44257E+12,1.45884E+12,1.4403E+12,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.89254E+11,2.96193E+11,3.37715E+11,3.92015E+11,4.02372E+11,4.0814E+11,4.31671E+11,4.47431E+11,4.63467E+11,4.50263E+11,5.07969E+11,5.88984E+11,6.94012E+11,8.06976E+11,9.97938E+11,1.22909E+12,1.18902E+12,1.37501E+12,1.55848E+12,1.71783E+12,1.61278E+12,1.58666E+12,1.42976E+12,1.44525E+12,1.42559E+12,..,..
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1.25308E+12,1.35802E+12,1.52662E+12,1.65238E+12,1.97235E+12,2.3206E+12,2.62644E+12,2.5931E+12,2.5085E+12,2.5397E+12,2.67894E+12,2.77194E+12,2.8397E+12,3.05407E+12,3.15486E+12,3.59365E+12,3.83009E+12,3.79414E+12,4.03852E+12,4.39461E+12,4.9188E+12,5.36548E+12,5.67863E+12,5.50697E+12,5.37061E+12,5.851E+12,5.92853E+12,6.04622E+12,6.81715E+12,8.09943E+12,9.66885E+12,1.15214E+13,1.42827E+13,1.71392E+13,1.67213E+13,2.03221E+13,2.40161E+13,2.56197E+13,2.71399E+13,2.81296E+13,2.66643E+13,2.67857E+13,2.94091E+13,3.11666E+13,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960426,8414360571,8709165249,9496684622,9510219299,7745231660,8071480541,9669759987,11443671436,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2906009308,2647883816,2671424966,2905840862,3589126975,4110169853,4203084194,4582988333,5867916781,6476490406,5451653237,5362649007,6080344732,5743029680,6553372278,7060236168,6258844405,6468694690,6415370746,7184844193,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13066749138,..
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680710375,4545674528,4159328980,4139192053,4538199889,4087725813,4464261816,4587928884,4052913386,4374128319,4844592067,5504166667,..
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.06826E+11,1.10081E+11,1.0118E+11,1.03312E+11,1.09714E+11,1.17921E+11,..
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3704316975,2644983402,2738413379,2793020801,2900913488,4163397089,4976735802,5613212496,5888561099,5553894130,5311092496,5623299278,6254047514,7589038160,8512116725,9149485071,10423424155,12574681498,11899763735,11087646868,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14717223207,..
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,59687410897,63256184700,66719084253,71214803378,..
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,2422096075,2246757386,2116069374,2293990996,1947967886,1605911706,1806223061,2296378835,2491412336,2531519951,2785764518,2992650454,3424733520,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3833993703,3476452446,3275669889,4811994025,6480441754,7121391946,7835043624,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11650656642,11286139080,13566192144,14521711634,..
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20439158.42,39291316.03,44294212.93,49235796.71,72680074.93,103833367.7,108634964.6,117009639.2,99966636.16,102052700.5,113884908.4,125628504.3,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1575789254,1452792989,1382400000,1604162497,1851250008,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29040398982,..
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1.0025E+11,1.09169E+11,1.27017E+11,1.5586E+11,1.79669E+11,1.95152E+11,1.64134E+11,1.5848E+11,1.53445E+11,1.43913E+11,1.43846E+11,2.00862E+11,2.45046E+11,2.61911E+11,2.58337E+11,3.18331E+11,3.275E+11,3.62963E+11,3.5355E+11,3.7913E+11,4.52302E+11,4.5049E+11,4.16813E+11,4.38008E+11,4.46899E+11,4.16443E+11,4.31213E+11,4.71614E+11,5.78792E+11,6.57172E+11,6.85093E+11,7.33341E+11,8.47482E+11,9.47998E+11,8.68077E+11,8.46555E+11,9.04086E+11,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13658E+11,..
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,12861983284,13604832424,15446825318,18530518395,20731243113,23244547385,24417617184,24164603059,24309279706,21665975319,24679795396,30604668357,40376354070,45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626,52623281957,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11609E+11,1.37316E+11,1.3328E+11,1.21339E+11,1.46584E+11,1.68462E+11,1.76194E+11,1.90784E+11,2.00834E+11,1.77208E+11,1.87854E+11,2.02591E+11,2.04924E+11,..
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1590428523,1847871372,2239857061,2142128604,1527852636,2189347368,2448290110,2465165180,2743341724,3105517091,2683816289,2885710609,3851213728,2630904262,1013184746,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763418646,7423367753,8496946608,8298679909,8758639096,9774262742,10531964139,10982979274,11880472593,12756706583,13286048705,13785943183,13063873078,..
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1048690933,1064517575,1291457973,1774365275,2109278102,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,2480673195,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5379299888,5373097441,5718664505,6409184724,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,9290938457,..
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,1.64475E+11,1.42769E+11,97094911791,73484359521,73745821156,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042988,44062465800,51075815093,54457835193,54604050168,59372613486,69448756933,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.37036E+11,2.9188E+11,3.6336E+11,4.10335E+11,4.59376E+11,5.14966E+11,5.68499E+11,4.94583E+11,4.0465E+11,3.75745E+11,3.9727E+11,..
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1.85908E+12,2.08037E+12,2.29389E+12,2.57071E+12,2.87092E+12,3.13177E+12,3.514E+12,3.65808E+12,3.97548E+12,4.39397E+12,4.70477E+12,4.95824E+12,5.28783E+12,5.74521E+12,6.20814E+12,6.55867E+12,6.77009E+12,7.11439E+12,7.43755E+12,7.86724E+12,8.24581E+12,8.70436E+12,9.23331E+12,9.69776E+12,1.03101E+13,1.09981E+13,1.13219E+13,1.16983E+13,1.23548E+13,1.32414E+13,1.42109E+13,1.51354E+13,1.59227E+13,1.62681E+13,1.58259E+13,1.66113E+13,1.73373E+13,1.80265E+13,1.86324E+13,1.9329E+13,1.97781E+13,2.02399E+13,2.11386E+13,2.22643E+13,..
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4699646643,4938775510,2436849342,2682456897,3556581986,4680078740,4651453634,3928975904,3756208791,3863743409,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11279509014,12672131053,..
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.5203E+11,1.6352E+11,1.61357E+11,1.54163E+11,1.62284E+11,1.71247E+11,1.73972E+11,1.95524E+11,2.28859E+11,2.64512E+11,3.08884E+11,3.45581E+11,4.00937E+11,4.6225E+11,3.8619E+11,4.28757E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.34167E+11,..
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,4.66573E+12,5.05472E+12,5.69632E+12,6.85393E+12,7.91489E+12,8.78881E+12,8.94815E+12,8.81362E+12,9.10549E+12,9.52137E+12,1.00303E+13,1.21565E+13,1.40838E+13,1.58807E+13,1.66173E+13,1.87182E+13,1.98106E+13,2.13026E+13,2.15846E+13,2.30622E+13,2.54285E+13,2.56435E+13,2.52548E+13,2.55346E+13,2.68267E+13,2.73845E+13,2.71404E+13,2.83143E+13,3.16972E+13,3.52747E+13,3.7289E+13,3.93404E+13,4.30256E+13,4.55752E+13,4.26631E+13,4.47056E+13,4.80558E+13,4.79846E+13,4.86172E+13,4.9644E+13,4.68961E+13,4.77945E+13,4.98067E+13,5.26762E+13,..
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78784395319,81076723017,68921456437,65941482445,70597919376,79276723017,..
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,13524990318,16813426935,18933803429,20888852202,27123693287,37661760900,37858804721,35809542481,33828710699,34072691532,32382837677,32793177848,38919449221,43726140493,45782466747,54790387572,56416208422,61539692663,58570534870,61197156128,70016697758,73805725845,76837484254,75248777364,81024263051,91625699217,91159118158,98297098123,1.22147E+11,1.51555E+11,1.83611E+11,2.15502E+11,2.64089E+11,3.22934E+11,2.77373E+11,3.22528E+11,3.97275E+11,4.16144E+11,4.3298E+11,4.47117E+11,3.70789E+11,3.66861E+11,4.0513E+11,4.51623E+11,..
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1131663146,1134769625,1183928058,1373063274,1682241060,1925402985,1985105941,1939058684,1856985278,2035835535,1927313671,2092331934,2055447141,2153504351,2248771989,2422279855,2574095450,2832172320,2997442439,3458527547,3730664087,4000158005,3995612013,3413688245,3735824874,3449893382,3380977572,3554605630,4157497429,4796185849,5271640968,5538523376,6103609352,6533049013,5800571264,6434900058,7631695342,8103477898,8401992508,9126129404,8908674905,9315360628,10011104666,10381220343,..
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,11340000242,13338484980,15126059646,17820100626,19707979303,23689696768,28100605515,30725972787,28691890433,31151824659,31144920554,31899071054,33351528115,38472741737,40171019643,40010424929,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14588E+11,..
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900,..
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000,..
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006711,9545177005,11670840924,11619637816,14250755222,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,23497607690,..
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40496953779,..
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,16877163792,15947709380,14620386674,12495779622,15962459447,18134029180,21649137620,21793496819,17345624454,17599660054,16548827018,15244232958,20702298397,15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22045E+11,..
